mongo  | about to fork child process, waiting until server is ready for connections.
mongo            | {"t":{"$date":"2026-03-16T17:29:31.428+00:00"},"s":"I",  "c":"INDEX",    "id":20345,   "ctx":"conn3","msg":"Index build: done building","attr":{"buildUUID":null,"collectionUUID":{"uuid":{"$uuid":"a9dffcfb-65f4-4849-8b3c-0294bd987d2e"}},"namespace":"pcare_db.patient","index":"_id_","ident":"index-1--75237577682579921","collectionIdent":"collection-0--75237577682579921","commitTimestamp":null}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.561+00:00"},"s":"I",  "c":"COMMAND",  "id":51803,   "ctx":"conn3","msg":"Slow query","attr":{"type":"command","ns":"pcare_db.patient","command":{"insert":"patient","ordered":true,"lsid":{"id":{"$uuid":"a7d7e34f-901c-41d4-9496-53dc69a9cc53"}},"$db":"pcare_db"},"ninserted":54944,"keysInserted":54944,"numYields":0,"reslen":45,"locks":{"ParallelBatchWriterMode":{"acquireCount":{"r":861}},"FeatureCompatibilityVersion":{"acquireCount":{"w":861}},"ReplicationStateTransition":{"acquireCount":{"w":861}},"Global":{"acquireCount":{"w":861}},"Database":{"acquireCount":{"w":861}},"Collection":{"acquireCount":{"w":861}},"Mutex":{"acquireCount":{"r":1}}},"flowControl":{"acquireCount":861},"storage":{},"cpuNanos":122240353,"remote":"172.20.0.3:50048","protocol":"op_msg","durationMillis":155}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.899+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.20.0.3:50060","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"ea9f198d-9d36-41f6-9ee5-c4f11a9926da"}},"connectionId":4,"connectionCount":4}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.899+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn4","msg":"client metadata","attr":{"remote":"172.20.0.3:50060","client":"conn4","negotiatedCompressors":[],"doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.899+00:00"},"s":"I",  "c":"ACCESS",   "id":10483900,"ctx":"conn4","msg":"Connection not authenticating","attr":{"client":"172.20.0.3:50060","doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.901+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.20.0.3:50066","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"a94d568c-ff8d-416a-92d1-d99674621acf"}},"connectionId":5,"connectionCount":5}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.901+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn5","msg":"client metadata","attr":{"remote":"172.20.0.3:50066","client":"conn5","negotiatedCompressors":[],"doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.901+00:00"},"s":"I",  "c":"ACCESS",   "id":6788604, "ctx":"conn5","msg":"Auth metrics report","attr":{"metric":"acquireUser","micros":0}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.902+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.20.0.3:50082","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"fcf6f4c5-1ecd-4ac3-b9fd-16c60636ff94"}},"connectionId":6,"connectionCount":6}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.903+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn6","msg":"client metadata","attr":{"remote":"172.20.0.3:50082","client":"conn6","negotiatedCompressors":[],"doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.903+00:00"},"s":"I",  "c":"ACCESS",   "id":10483900,"ctx":"conn6","msg":"Connection not authenticating","attr":{"client":"172.20.0.3:50082","doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.906+00:00"},"s":"I",  "c":"ACCESS",   "id":5286306, "ctx":"conn5","msg":"Successfully authenticated","attr":{"client":"172.20.0.3:50066","isSpeculative":true,"isClusterMember":false,"mechanism":"SCRAM-SHA-256","user":"admin_hp","db":"admin","result":0,"metrics":{"conversation_duration":{"micros":4737,"summary":{"0":{"step":1,"step_total":2,"duration_micros":27},"1":{"step":2,"step_total":2,"duration_micros":19}}}},"doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}},"extraInfo":{}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.051+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.22.0.2:59022","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"6b829605-c728-4023-8d85-63b1bf5251e8"}},"connectionId":7,"connectionCount":7}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.052+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn7","msg":"Connection ended","attr":{"remote":"172.22.0.2:59022","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"6b829605-c728-4023-8d85-63b1bf5251e8"}},"connectionId":7,"connectionCount":6}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.073+00:00"},"s":"I",  "c":"NETWORK",  "id":6788700, "ctx":"conn5","msg":"Received first command on ingress connection since session start or auth handshake","attr":{"elapsedMillis":167}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.084+00:00"},"s":"I",  "c":"STORAGE",  "id":20320,   "ctx":"conn5","msg":"createCollection","attr":{"namespace":"hcare_db.hospital","uuidDisposition":"generated","uuid":{"uuid":{"$uuid":"ac811afd-756a-4dc8-9bec-26e377d9975c"}},"options":{}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.127+00:00"},"s":"I",  "c":"REPL",     "id":7360102, "ctx":"conn5","msg":"Added oplog entry for create to transaction","attr":{"namespace":"hcare_db.$cmd","uuid":{"uuid":{"$uuid":"ac811afd-756a-4dc8-9bec-26e377d9975c"}},"object":{"create":"hospital","idIndex":{"v":2,"key":{"_id":1},"name":"_id_"}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.127+00:00"},"s":"I",  "c":"INDEX",    "id":20345,   "ctx":"conn5","msg":"Index build: done building","attr":{"buildUUID":null,"collectionUUID":{"uuid":{"$uuid":"ac811afd-756a-4dc8-9bec-26e377d9975c"}},"namespace":"hcare_db.hospital","index":"_id_","ident":"index-3--75237577682579921","collectionIdent":"collection-2--75237577682579921","commitTimestamp":null}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.306+00:00"},"s":"I",  "c":"COMMAND",  "id":51803,   "ctx":"conn5","msg":"Slow query","attr":{"type":"command","ns":"hcare_db.hospital","command":{"insert":"hospital","ordered":true,"lsid":{"id":{"$uuid":"0878363b-91f9-4fc9-9223-98eea57c0b61"}},"$db":"hcare_db"},"ninserted":54966,"keysInserted":54966,"numYields":0,"reslen":45,"locks":{"ParallelBatchWriterMode":{"acquireCount":{"r":861}},"FeatureCompatibilityVersion":{"acquireCount":{"w":861}},"ReplicationStateTransition":{"acquireCount":{"w":861}},"Global":{"acquireCount":{"w":861}},"Database":{"acquireCount":{"w":861}},"Collection":{"acquireCount":{"w":861}},"Mutex":{"acquireCount":{"r":1}}},"flowControl":{"acquireCount":861},"storage":{},"cpuNanos":175053492,"remote":"172.20.0.3:50066","protocol":"op_msg","durationMillis":233}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.312+00:00"},"s":"I",  "c":"INDEX",    "id":20438,   "ctx":"conn3","msg":"Index build: registering","attr":{"buildUUID":{"uuid":{"$uuid":"4ac4fe24-bfbc-4e6b-bf03-03ed90f506c2"}},"namespace":"pcare_db.patient","collectionUUID":{"uuid":{"$uuid":"a9dffcfb-65f4-4849-8b3c-0294bd987d2e"}},"indexes":1,"firstIndex":{"name":"Name_1"},"command":{"createIndexes":"patient","v":2,"indexes":[{"name":"Name_1","key":{"Name":1}}],"ignoreUnknownIndexOptions":false}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.378+00:00"},"s":"I",  "c":"INDEX",    "id":20384,   "ctx":"IndexBuildsCoordinatorMongod-0","msg":"Index build: starting","attr":{"buildUUID":null,"collectionUUID":{"uuid":{"$uuid":"a9dffcfb-65f4-4849-8b3c-0294bd987d2e"}},"namespace":"pcare_db.patient","properties":{"v":2,"key":{"Name":1},"name":"Name_1"},"specIndex":0,"numSpecs":1,"method":"Hybrid","ident":"index-4--75237577682579921","collectionIdent":"collection-0--75237577682579921","maxTemporaryMemoryUsageMB":200}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.378+00:00"},"s":"I",  "c":"INDEX",    "id":20440,   "ctx":"conn3","msg":"Index build: waiting for index build to complete","attr":{"buildUUID":{"uuid":{"$uuid":"4ac4fe24-bfbc-4e6b-bf03-03ed90f506c2"}},"deadline":{"$date":{"$numberLong":"9223372036854775807"}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.413+00:00"},"s":"I",  "c":"INDEX",    "id":20391,   "ctx":"IndexBuildsCoordinatorMongod-0","msg":"Index build: collection scan done","attr":{"buildUUID":null,"collectionUUID":{"uuid":{"$uuid":"a9dffcfb-65f4-4849-8b3c-0294bd987d2e"}},"namespace":"pcare_db.patient","totalRecords":54944,"readSource":"kNoTimestamp","durationMillis":34}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.459+00:00"},"s":"I",  "c":"COMMAND",  "id":20685,   "ctx":"IndexBuildsCoordinatorMongod-0","msg":"Index build: inserted keys from external sorter into index","attr":{"namespace":"pcare_db.patient","index":"Name_1","keysInserted":54944,"durationMillis":46}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.469+00:00"},"s":"I",  "c":"STORAGE",  "id":7568001, "ctx":"IndexBuildsCoordinatorMongod-0","msg":"Index build: skipping vote for commit readiness","attr":{"buildUUID":{"uuid":{"$uuid":"4ac4fe24-bfbc-4e6b-bf03-03ed90f506c2"}},"db":"pcare_db","collectionUUID":{"uuid":{"$uuid":"a9dffcfb-65f4-4849-8b3c-0294bd987d2e"}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.469+00:00"},"s":"I",  "c":"STORAGE",  "id":3856203, "ctx":"IndexBuildsCoordinatorMongod-0","msg":"Index build: waiting for next action before completing final phase","attr":{"buildUUID":{"uuid":{"$uuid":"4ac4fe24-bfbc-4e6b-bf03-03ed90f506c2"}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.469+00:00"},"s":"I",  "c":"STORAGE",  "id":3856204, "ctx":"IndexBuildsCoordinatorMongod-0","msg":"Index build: received signal","attr":{"buildUUID":{"uuid":{"$uuid":"4ac4fe24-bfbc-4e6b-bf03-03ed90f506c2"}},"action":"Single-phase commit"}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.469+00:00"},"s":"I",  "c":"REPL",     "id":7360100, "ctx":"IndexBuildsCoordinatorMongod-0","msg":"Added oplog entry for createIndexes to transaction","attr":{"namespace":"pcare_db.$cmd","uuid":{"uuid":{"$uuid":"a9dffcfb-65f4-4849-8b3c-0294bd987d2e"}},"object":{"createIndexes":"patient","v":2,"key":{"Name":1},"name":"Name_1"}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.470+00:00"},"s":"I",  "c":"INDEX",    "id":20345,   "ctx":"IndexBuildsCoordinatorMongod-0","msg":"Index build: done building","attr":{"buildUUID":null,"collectionUUID":{"uuid":{"$uuid":"a9dffcfb-65f4-4849-8b3c-0294bd987d2e"}},"namespace":"pcare_db.patient","index":"Name_1","ident":"index-4--75237577682579921","collectionIdent":"collection-0--75237577682579921","commitTimestamp":null}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.470+00:00"},"s":"I",  "c":"STORAGE",  "id":20663,   "ctx":"IndexBuildsCoordinatorMongod-0","msg":"Index build: completed successfully","attr":{"buildUUID":{"uuid":{"$uuid":"4ac4fe24-bfbc-4e6b-bf03-03ed90f506c2"}},"collectionUUID":{"uuid":{"$uuid":"a9dffcfb-65f4-4849-8b3c-0294bd987d2e"}},"namespace":"pcare_db.patient","indexesBuilt":["Name_1"],"numIndexesBefore":1,"numIndexesAfter":2}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.470+00:00"},"s":"I",  "c":"INDEX",    "id":20447,   "ctx":"conn3","msg":"Index build: completed","attr":{"buildUUID":{"uuid":{"$uuid":"4ac4fe24-bfbc-4e6b-bf03-03ed90f506c2"}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.471+00:00"},"s":"I",  "c":"COMMAND",  "id":51803,   "ctx":"conn3","msg":"Slow query","attr":{"type":"command","ns":"pcare_db.patient","command":{"createIndexes":"patient","indexes":[{"name":"Name_1","key":{"Name":1}}],"lsid":{"id":{"$uuid":"a7d7e34f-901c-41d4-9496-53dc69a9cc53"}},"$db":"pcare_db"},"numYields":0,"reslen":114,"locks":{"ParallelBatchWriterMode":{"acquireCount":{"r":4}},"FeatureCompatibilityVersion":{"acquireCount":{"r":1,"w":4}},"ReplicationStateTransition":{"acquireCount":{"w":5}},"Global":{"acquireCount":{"r":1,"w":4}},"Database":{"acquireCount":{"r":1,"w":3}},"Collection":{"acquireCount":{"r":1,"w":2,"W":1}},"Mutex":{"acquireCount":{"r":1}}},"flowControl":{"acquireCount":3},"storage":{},"cpuNanos":698635,"remote":"172.20.0.3:50048","protocol":"op_msg","durationMillis":158}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.471+00:00"},"s":"I",  "c":"STORAGE",  "id":51803,   "ctx":"IndexBuildsCoordinatorMongod-0","msg":"Slow query","attr":{"type":"none","ns":"pcare_db.patient","command":{"createIndexes":"patient","indexes":[{"v":2,"key":{"Name":1},"name":"Name_1"}],"lsid":{"id":{"$uuid":"a7d7e34f-901c-41d4-9496-53dc69a9cc53"}},"$db":"pcare_db"},"numYields":108,"locks":{"FeatureCompatibilityVersion":{"acquireCount":{"r":1,"w":113}},"ReplicationStateTransition":{"acquireCount":{"w":113}},"Global":{"acquireCount":{"r":1,"w":113}},"Database":{"acquireCount":{"r":1,"w":113}},"Collection":{"acquireCount":{"w":111,"R":1,"W":2}}},"flowControl":{"acquireCount":112},"storage":{},"cpuNanos":83211879,"durationMillis":157}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.471+00:00"},"s":"I",  "c":"INDEX",    "id":20438,   "ctx":"conn5","msg":"Index build: registering","attr":{"buildUUID":{"uuid":{"$uuid":"40ca620c-e4e2-4857-91e1-c8c59b4d9de7"}},"namespace":"hcare_db.hospital","collectionUUID":{"uuid":{"$uuid":"ac811afd-756a-4dc8-9bec-26e377d9975c"}},"indexes":1,"firstIndex":{"name":"Hospital_1"},"command":{"createIndexes":"hospital","v":2,"indexes":[{"name":"Hospital_1","key":{"Hospital":1}}],"ignoreUnknownIndexOptions":false}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.501+00:00"},"s":"I",  "c":"INDEX",    "id":20384,   "ctx":"IndexBuildsCoordinatorMongod-0","msg":"Index build: starting","attr":{"buildUUID":null,"collectionUUID":{"uuid":{"$uuid":"ac811afd-756a-4dc8-9bec-26e377d9975c"}},"namespace":"hcare_db.hospital","properties":{"v":2,"key":{"Hospital":1},"name":"Hospital_1"},"specIndex":0,"numSpecs":1,"method":"Hybrid","ident":"index-6--75237577682579921","collectionIdent":"collection-2--75237577682579921","maxTemporaryMemoryUsageMB":200}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.502+00:00"},"s":"I",  "c":"INDEX",    "id":20440,   "ctx":"conn5","msg":"Index build: waiting for index build to complete","attr":{"buildUUID":{"uuid":{"$uuid":"40ca620c-e4e2-4857-91e1-c8c59b4d9de7"}},"deadline":{"$date":{"$numberLong":"9223372036854775807"}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.543+00:00"},"s":"I",  "c":"INDEX",    "id":20391,   "ctx":"IndexBuildsCoordinatorMongod-0","msg":"Index build: collection scan done","attr":{"buildUUID":null,"collectionUUID":{"uuid":{"$uuid":"ac811afd-756a-4dc8-9bec-26e377d9975c"}},"namespace":"hcare_db.hospital","totalRecords":54966,"readSource":"kNoTimestamp","durationMillis":41}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.578+00:00"},"s":"I",  "c":"COMMAND",  "id":20685,   "ctx":"IndexBuildsCoordinatorMongod-0","msg":"Index build: inserted keys from external sorter into index","attr":{"namespace":"hcare_db.hospital","index":"Hospital_1","keysInserted":54966,"durationMillis":33}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.585+00:00"},"s":"I",  "c":"STORAGE",  "id":7568001, "ctx":"IndexBuildsCoordinatorMongod-0","msg":"Index build: skipping vote for commit readiness","attr":{"buildUUID":{"uuid":{"$uuid":"40ca620c-e4e2-4857-91e1-c8c59b4d9de7"}},"db":"hcare_db","collectionUUID":{"uuid":{"$uuid":"ac811afd-756a-4dc8-9bec-26e377d9975c"}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.585+00:00"},"s":"I",  "c":"STORAGE",  "id":3856203, "ctx":"IndexBuildsCoordinatorMongod-0","msg":"Index build: waiting for next action before completing final phase","attr":{"buildUUID":{"uuid":{"$uuid":"40ca620c-e4e2-4857-91e1-c8c59b4d9de7"}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.585+00:00"},"s":"I",  "c":"STORAGE",  "id":3856204, "ctx":"IndexBuildsCoordinatorMongod-0","msg":"Index build: received signal","attr":{"buildUUID":{"uuid":{"$uuid":"40ca620c-e4e2-4857-91e1-c8c59b4d9de7"}},"action":"Single-phase commit"}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.585+00:00"},"s":"I",  "c":"REPL",     "id":7360100, "ctx":"IndexBuildsCoordinatorMongod-0","msg":"Added oplog entry for createIndexes to transaction","attr":{"namespace":"hcare_db.$cmd","uuid":{"uuid":{"$uuid":"ac811afd-756a-4dc8-9bec-26e377d9975c"}},"object":{"createIndexes":"hospital","v":2,"key":{"Hospital":1},"name":"Hospital_1"}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.585+00:00"},"s":"I",  "c":"INDEX",    "id":20345,   "ctx":"IndexBuildsCoordinatorMongod-0","msg":"Index build: done building","attr":{"buildUUID":null,"collectionUUID":{"uuid":{"$uuid":"ac811afd-756a-4dc8-9bec-26e377d9975c"}},"namespace":"hcare_db.hospital","index":"Hospital_1","ident":"index-6--75237577682579921","collectionIdent":"collection-2--75237577682579921","commitTimestamp":null}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.585+00:00"},"s":"I",  "c":"STORAGE",  "id":20663,   "ctx":"IndexBuildsCoordinatorMongod-0","msg":"Index build: completed successfully","attr":{"buildUUID":{"uuid":{"$uuid":"40ca620c-e4e2-4857-91e1-c8c59b4d9de7"}},"collectionUUID":{"uuid":{"$uuid":"ac811afd-756a-4dc8-9bec-26e377d9975c"}},"namespace":"hcare_db.hospital","indexesBuilt":["Hospital_1"],"numIndexesBefore":1,"numIndexesAfter":2}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.586+00:00"},"s":"I",  "c":"INDEX",    "id":20447,   "ctx":"conn5","msg":"Index build: completed","attr":{"buildUUID":{"uuid":{"$uuid":"40ca620c-e4e2-4857-91e1-c8c59b4d9de7"}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.588+00:00"},"s":"I",  "c":"STORAGE",  "id":51803,   "ctx":"IndexBuildsCoordinatorMongod-0","msg":"Slow query","attr":{"type":"none","ns":"hcare_db.hospital","command":{"createIndexes":"hospital","indexes":[{"v":2,"key":{"Hospital":1},"name":"Hospital_1"}],"lsid":{"id":{"$uuid":"0878363b-91f9-4fc9-9223-98eea57c0b61"}},"$db":"hcare_db"},"numYields":108,"locks":{"FeatureCompatibilityVersion":{"acquireCount":{"r":1,"w":113}},"ReplicationStateTransition":{"acquireCount":{"w":113}},"Global":{"acquireCount":{"r":1,"w":113}},"Database":{"acquireCount":{"r":1,"w":113}},"Collection":{"acquireCount":{"w":111,"R":1,"W":2}}},"flowControl":{"acquireCount":112},"storage":{},"cpuNanos":70042603,"durationMillis":117}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.588+00:00"},"s":"I",  "c":"COMMAND",  "id":51803,   "ctx":"conn5","msg":"Slow query","attr":{"type":"command","ns":"hcare_db.hospital","command":{"createIndexes":"hospital","indexes":[{"name":"Hospital_1","key":{"Hospital":1}}],"lsid":{"id":{"$uuid":"0878363b-91f9-4fc9-9223-98eea57c0b61"}},"$db":"hcare_db"},"numYields":0,"reslen":114,"locks":{"ParallelBatchWriterMode":{"acquireCount":{"r":4}},"FeatureCompatibilityVersion":{"acquireCount":{"r":1,"w":4}},"ReplicationStateTransition":{"acquireCount":{"w":5}},"Global":{"acquireCount":{"r":1,"w":4}},"Database":{"acquireCount":{"r":1,"w":3}},"Collection":{"acquireCount":{"r":1,"w":2,"W":1}},"Mutex":{"acquireCount":{"r":1}}},"flowControl":{"acquireCount":3},"storage":{},"cpuNanos":643608,"remote":"172.20.0.3:50066","protocol":"op_msg","durationMillis":116}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.851+00:00"},"s":"I",  "c":"-",        "id":20883,   "ctx":"conn1","msg":"Interrupted operation as its client disconnected","attr":{"opId":12}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.854+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn2","msg":"Connection ended","attr":{"remote":"172.20.0.3:50032","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"dc21491f-f3d7-40ef-b978-3cd9eb374abe"}},"connectionId":2,"connectionCount":5}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.854+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn1","msg":"Connection ended","attr":{"remote":"172.20.0.3:50020","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"eb507928-3fd0-4f43-bff0-598bcb1be628"}},"connectionId":1,"connectionCount":4}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.911+00:00"},"s":"I",  "c":"-",        "id":20883,   "ctx":"conn4","msg":"Interrupted operation as its client disconnected","attr":{"opId":25}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.912+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn4","msg":"Connection ended","attr":{"remote":"172.20.0.3:50060","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"ea9f198d-9d36-41f6-9ee5-c4f11a9926da"}},"connectionId":4,"connectionCount":3}}
mongo            | {"t":{"$date":"2026-03-16T17:29:32.913+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn6","msg":"Connection ended","attr":{"remote":"172.20.0.3:50082","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"fcf6f4c5-1ecd-4ac3-b9fd-16c60636ff94"}},"connectionId":6,"connectionCount":2}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.028+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn3","msg":"Connection ended","attr":{"remote":"172.20.0.3:50048","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"08a5d349-31e2-44ea-92bd-e6b8d8b8e141"}},"connectionId":3,"connectionCount":1}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.037+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn5","msg":"Connection ended","attr":{"remote":"172.20.0.3:50066","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"a94d568c-ff8d-416a-92d1-d99674621acf"}},"connectionId":5,"connectionCount":0}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.078+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.22.0.2:59026","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"2cd0f112-63f4-43a6-95d9-2b169a3ff9c5"}},"connectionId":8,"connectionCount":1}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.085+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn8","msg":"client metadata","attr":{"remote":"172.22.0.2:59026","client":"conn8","negotiatedCompressors":[],"doc":{"driver":{"name":"nodejs","version":"4.13.0"},"os":{"type":"Linux","name":"linux","architecture":"x64","version":"6.17.0-14-generic"},"platform":"Node.js v18.20.3, LE (unified)|Node.js v18.20.3, LE (unified)"}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.085+00:00"},"s":"I",  "c":"ACCESS",   "id":10483900,"ctx":"conn8","msg":"Connection not authenticating","attr":{"client":"172.22.0.2:59026","doc":{"driver":{"name":"nodejs","version":"4.13.0"},"os":{"type":"Linux","name":"linux","architecture":"x64","version":"6.17.0-14-generic"},"platform":"Node.js v18.20.3, LE (unified)|Node.js v18.20.3, LE (unified)"}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.098+00:00"},"s":"I",  "c":"STORAGE",  "id":22260,   "ctx":"TimestampMonitor","msg":"Removing drop-pending idents with drop timestamps before timestamp","attr":{"timestamp":{"$timestamp":{"t":0,"i":0}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.098+00:00"},"s":"I",  "c":"STORAGE",  "id":22237,   "ctx":"TimestampMonitor","msg":"Completing drop for ident","attr":{"ident":"internal-5--75237577682579921","dropTimestamp":{"$timestamp":{"t":0,"i":0}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.118+00:00"},"s":"I",  "c":"STORAGE",  "id":6776600, "ctx":"TimestampMonitor","msg":"The ident was successfully dropped","attr":{"ident":"internal-5--75237577682579921","dropTimestamp":{"$timestamp":{"t":0,"i":0}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.118+00:00"},"s":"I",  "c":"STORAGE",  "id":22237,   "ctx":"TimestampMonitor","msg":"Completing drop for ident","attr":{"ident":"internal-7--75237577682579921","dropTimestamp":{"$timestamp":{"t":0,"i":0}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.120+00:00"},"s":"I",  "c":"STORAGE",  "id":6776600, "ctx":"TimestampMonitor","msg":"The ident was successfully dropped","attr":{"ident":"internal-7--75237577682579921","dropTimestamp":{"$timestamp":{"t":0,"i":0}}}}
